央视频道,#genre#
王华买爹第6集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/27bfba291a0fb4f0bce5377b27f709f5.mp4
王华买爹第7集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/92fa5f80e4dc70d3fdea32b0c386a821.mp4
郑州市曲剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190404/52298ebc73c6ef8b36a34ad9e09c924d.mp4
抱娇儿止不住悲声大放,http://gcw.bdcdn.shoujiduoduo.com/v/190608/194edc031eeaed2d7f7ca2589e6768ec.mp4
听臣把心病奏吾皇,http://gcw.bdcdn.shoujiduoduo.com/v/190624/2f080bc5a284f70f38b92664a9e3444f.mp4
曲剧《老鼠嫁女》,http://gcw.bdcdn.shoujiduoduo.com/v/200914/865e9898babe5bee65b4e7a834390aae.mp4
曲剧大全1,http://gcw.bdcdn.shoujiduoduo.com/v/191009/7d5524c35adc0763d87868a140b051be.mp4
年老人怎禁这风雪旋!,http://gcw.bdcdn.shoujiduoduo.com/v/190605/6b44b90dfad0379f6cc6ae14354af580.mp4
秦腔《别窑》全折,http://gcw.bdcdn.shoujiduoduo.com/v/191208/f2edc3e9c5200b7a3361550d4be037b5.mp4
秦腔《赶坡》片段,http://gcw.bdcdn.shoujiduoduo.com/v/201029/eb7fbb8b56dade1730ec3a521a276b3c.mp4
107-秦腔商芳会辕门斩子,http://gcw.bdcdn.shoujiduoduo.com/v/190127/9d0b617538e671622e3db152c892e838.mp4
纪念齐晓春先生,http://gcw.bdcdn.shoujiduoduo.com/v/210120/f4fb625fecd6e39818b90086e616ab19.mp4
名家联袂演出,http://gcw.bdcdn.shoujiduoduo.com/v/210207/8d8d31cca2b5441954d9e52568d09a7b.mp4
西安五一剧团,http://gcw.bdcdn.shoujiduoduo.com/v/201014/d06fec900e95d24c9ff73f3bb51625c0.mp4
2018春节秦安清唱晚会,http://gcw.bdcdn.shoujiduoduo.com/v/190122/af3ec3b3a6cd383400360f8ee93b1e94.mp4
杨红梅嗓音太棒了,http://gcw.bdcdn.shoujiduoduo.com/v/200320/4f229afb544e1b90383d1ee58069a816.mp4
康亚蝉,http://gcw.bdcdn.shoujiduoduo.com/v/210211/005278db46b6f82dadd3fe7428220210.mp4
陕西秦腔——丑角戏（烘窑）,http://gcw.bdcdn.shoujiduoduo.com/v/200722/c8d90e93efef0566c219d9fc1ef7b06c.mp4
张宁,http://gcw.bdcdn.shoujiduoduo.com/v/190514/10003147.mp4
唐梨园秦腔剧院,http://gcw.bdcdn.shoujiduoduo.com/v/190507/bc0fcf2785f707597273caf592c9a78f.mp4
伍敏中_西安易俗社,http://gcw.bdcdn.shoujiduoduo.com/v/200310/80ae6bdea59162136af8fb3eba350725.mp4
张武宏,http://gcw.bdcdn.shoujiduoduo.com/201805/1181-385.mp4
怀旧电影《三滴血》,http://gcw.bdcdn.shoujiduoduo.com/201805/1772-690.mp4
陈百甫板胡,http://gcw.bdcdn.shoujiduoduo.com/v/200205/969e241fff8b79bd1386f6f2a417a698.mp4
秦腔折子戏《二进宫》,http://gcw.bdcdn.shoujiduoduo.com/v/190816/bc42f41cb749a3341bf1e7260a2413de.mp4
李东峰,http://gcw.bdcdn.shoujiduoduo.com/v/200914/d2231ef87c6bd335ecf2e5172724e746.mp4
陕西省戏曲研究院演出,http://gcw.bdcdn.shoujiduoduo.com/v/201030/536f534a25ebab5eb8d10ff75e31dc9c.mp4
张武宏(西北名丑),http://gcw.bdcdn.shoujiduoduo.com/v/190818/9f90b4718102660ee28c3a1801cdec65.mp4
秦腔全本《四进士》渭南市秦腔团,http://gcw.bdcdn.shoujiduoduo.com/v/190508/05ec40797c1591479c0cfe04e1eafa66.mp4
秦腔全本《卖妙郎》,http://gcw.bdcdn.shoujiduoduo.com/v/190518/10003127.mp4
全本（宁夏秦腔剧院）,http://gcw.bdcdn.shoujiduoduo.com/v/190218/1f61dbee5ec4931e277ebd8fde51435b.mp4
西安秦腔一团,http://gcw.bdcdn.shoujiduoduo.com/v/191208/d513328096fbe5995a2be8e17241f9cc.mp4
安徽省安庆市黄梅戏三团,http://gcw.bdcdn.shoujiduoduo.com/v/191211/9ed54cfd1c55624e227f28ca40c6a4ab.mp4
黄梅戏,http://gcw.bdcdn.shoujiduoduo.com/v/210120/965f4cee36d51eb13fe6121cd3aee2fb.mp4
黄梅戏,http://gcw.bdcdn.shoujiduoduo.com/v/190221/6a38928efbe1f76f04f14a94197cc6d6.mp4
严凤英韩再芬周源源,http://gcw.bdcdn.shoujiduoduo.com/v/190702/ed2662b8d3d3a875e01a53c669f4af50.mp4
黄梅戏《春香闹学》,http://gcw.bdcdn.shoujiduoduo.com/v/201027/552dcdf37bdf2b4ff56d9e79bb58f527.mp4
二人台红红火火二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190706/e9cfd643c90fea9081e6ae5d18b654f0.mp4
二人台《走西口》,http://gcw.bdcdn.shoujiduoduo.com/v/200326/07539dd2fe81ac79a5e42a333a2993cd.mp4
二人台传统剧目《种洋烟》,http://gcw.bdcdn.shoujiduoduo.com/v/200224/4b9ccc2437f42dcfe3614bb6ba90ecc7.mp4
二人台连续看,http://gcw.bdcdn.shoujiduoduo.com/v/191009/f8f14e1a3d2122b322acef4d40b963d4.mp4
二人台《卖油》武利平,http://gcw.bdcdn.shoujiduoduo.com/v/191020/f30535c29135b2d97066f459aaf44ef2.mp4
王茂林,http://gcw.bdcdn.shoujiduoduo.com/v/190925/29d1d265eb98e2ceb273c8090f19c71e.mp4
王茂林,http://gcw.bdcdn.shoujiduoduo.com/v/191109/4ddcbf706025b04b2a1c97e501777bb6.mp4
二人台-借笊篱,http://gcw.bdcdn.shoujiduoduo.com/v/200302/954ba57467c5a9e254a9fb248fb8fba8.mp4
二人台牌子曲《西江月》,http://gcw.bdcdn.shoujiduoduo.com/v/200201/c386dae48f7df5949df61261b070fdd0.mp4
二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190809/7ef0d301b8ba625ed23c6b11db351b52.mp4
二人台《小叔子挎嫂嫂》,http://gcw.bdcdn.shoujiduoduo.com/v/190917/b887dfe149fd8b1cc5fbe3eac546b49a.mp4
田威虎,http://gcw.bdcdn.shoujiduoduo.com/v/191227/bf06f5573bbab198867401145d650d5c.mp4
二人台《红红火火》一,http://gcw.bdcdn.shoujiduoduo.com/v/191227/6f833e835ada606ecdd30334168ce6a4.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190620/a29c33a840fc002a2c024a2b8b41cc5d.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190826/8b998a18db42b0f852e6f4b045bff7c0.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190624/af0375b07c4a9337d8aa387ba0d3ae0a.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190802/0fa24b311630c9199c05493e4217f5b5.mp4
二人台乌兰牧骑后台的孩子们,http://gcw.bdcdn.shoujiduoduo.com/v/191017/84e49ef1fa9e8de8ced51fde056223e1.mp4
团长：侯奇峰,http://gcw.bdcdn.shoujiduoduo.com/v/210303/9f9275b65ebccf90a2af213afd14ad3e.mp4
阳高二人台农民艺术团,http://gcw.bdcdn.shoujiduoduo.com/v/191108/8532cf712888e79cf19401ce0a8d7f21.mp4
家乡二人台张飞牧牛,http://gcw.bdcdn.shoujiduoduo.com/v/200118/99156c2e46f88ed1ce3d2d915aa1ecd8.mp4
二人台小放牛,http://gcw.bdcdn.shoujiduoduo.com/v/191212/c1ce88590d948dde187d414b0ed326ed.mp4
四省区二人台大赛选拔赛,http://gcw.bdcdn.shoujiduoduo.com/v/201115/ce56c6788d775f623679ea5ada68a9a8.mp4
家乡二人台向沙千里一壶酒,http://gcw.bdcdn.shoujiduoduo.com/v/200210/34cf1867a38b339d9e9e47ae274f89eb.mp4
二人台跳粉墙,http://gcw.bdcdn.shoujiduoduo.com/v/191230/4f213a68f7844ffc506e69bd3309dd3f.mp4
刘爱爱,http://gcw.bdcdn.shoujiduoduo.com/v/190604/10003232.mp4
家乡二人台牌子,http://gcw.bdcdn.shoujiduoduo.com/v/191018/46fd3b500cf959d3d0f7dbdc13a3eb32.mp4
《亲亲的二人台》,http://gcw.bdcdn.shoujiduoduo.com/v/200122/2956c3d631e201b6427a847dc05c492f.mp4
《走西口》杨美萍~刘文进,http://gcw.bdcdn.shoujiduoduo.com/v/191211/01b716a5bf14e2f8e7b7ba9048098d8d.mp4
内蒙古二人台山曲/非物质文化遗产谢谢欣赏,http://gcw.bdcdn.shoujiduoduo.com/v/190626/cca8025a39b8f70e3c8e8295648290eb.mp4
晋剧大全,http://gcw.bdcdn.shoujiduoduo.com/v/190716/9f9632997c1ec3491b5b83b803256242.mp4
商永吉,http://gcw.bdcdn.shoujiduoduo.com/v/190311/7273ee44ef1416783240bbb95b6e5f7b.mp4
百听不厌！,http://gcw.bdcdn.shoujiduoduo.com/v/190905/0ffb3123a3fe425d67064fab29954718.mp4
冀萍,http://gcw.bdcdn.shoujiduoduo.com/v/190904/84a445bcf317af09f66bf582065f2708.mp4
朱建军,http://gcw.bdcdn.shoujiduoduo.com/v/190919/da08a93b8ec15e3054aab32464f849ee.mp4
名家王爱爱,http://gcw.bdcdn.shoujiduoduo.com/v/191225/8254f30470e315c1fee78fb1493424ec.mp4
山西省晋剧院一团,http://gcw.bdcdn.shoujiduoduo.com/v/190531/3e0024131e184b61868238415002898d.mp4
《大清唱》中集,http://gcw.bdcdn.shoujiduoduo.com/v/190522/10003160.mp4
晋剧全本戏大全,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d81b7b3adaf01691f82d395275e2ae69.mp4
陈云龙.flv,http://gcw.bdcdn.shoujiduoduo.com/v/190817/5c39eb0931ccee10c5f031c4a6395263.mp4
刘汉银《杨八姐游春》,http://gcw.bdcdn.shoujiduoduo.com/v/190613/72d9f736805ff9ac6877786855acbe3d.mp4
山西省小程玉英剧团,http://gcw.bdcdn.shoujiduoduo.com/v/201104/7f6a182e42bd064ee4427623e68fb02e.mp4
评剧《花为媒》,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/48da40a19746409997717371a80fd9e6/2000.m3u8
越剧《梁山伯与祝英台》,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/427eb50cc6844d47bcd35d2fac737a0a/850.m3u8
京剧《野猪林》,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d2ddcbd8cdba4473a541687e683c1aca/850.m3u8
京剧《杜鹃山》02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5f76957927c5421e8bd75d0f53c95e4a/850.m3u8
京剧《沙家浜》,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/6241c3f25a9a4dda9b05b9ba185500e0/850.m3u8
京剧《穆桂英大战洪州》,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/aaa5a373d97a47d1bc95b1418b672b33/2000.m3u8
黄梅戏《王老虎抢亲》,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/3b6ae81ae49f4c72b0c977023565c762/850.m3u8
吕剧《李二嫂改嫁》01,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/90846f6758524d78997aad89df8c37e0/850.m3u8
吕剧《李二嫂改嫁》02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/47a9c8216d344c2dd45f11949dbbecb5/850.m3u8
京剧《铁弓缘》,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/e19f3238b0ba4849aa50d6b7f1118ab9/2000.m3u8
越剧《碧玉簪》,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9e90b1a2872b476b8a4f9882f9b63cde/850.m3u8
京剧《杜鹃山》01,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/f468a89e0e394a718474523afe37c702/850.m3u8
越剧《红楼梦》01,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f66e935661b44ff6b80a290537d5d204/2000.m3u8
越剧《红楼梦》02,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/10470613ead24f5cb435137b5f39ab98/2000.m3u8
越剧《追鱼》,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/3515e586d18743be99eb6cc2004cb995/2000.m3u8
京剧《秦香莲》,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f8daefadadef41989225543875268a70/2000.m3u8
黄梅戏《天仙配》,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/1cd056751daf430a943e63e6428c40d7/850.m3u8


数字频道,#genre#
CHC家庭影院,rtsp://10.254.216.130/PLTV/88888888/224/3221226467/10000100000000060000000003445718_0.smil
CHC动作电影,rtsp://10.254.216.130/PLTV/88888888/224/3221226499/10000100000000060000000003445719_0.smil
CHC高清电影,rtsp://10.254.216.130/PLTV/88888888/224/3221226494/10000100000000060000000003445720_0.smil
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://mtw.so/5NPX0U
经典电影,rtsp://10.254.216.130/PLTV/88888888/224/3221225959/10000100000000060000000000273311_0.smil
经典电影,rtsp://10.254.192.94/PLTV/88888888/224/3221225959/10000100000000060000000000273311_0.smil
谍战剧场,rtsp://10.254.216.130/PLTV/88888888/224/3221225971/10000100000000060000000000273220_0.smil
热播剧场,rtsp://10.254.192.94/PLTV/88888888/224/3221225960/10000100000000060000000000273310_0.smil
相声小品,rtsp://10.254.216.130/PLTV/88888888/224/3221225974/10000100000000060000000000273217_0.smil
金鹰纪实,rtsp://10.254.192.94/PLTV/88888888/224/3221225899/10000100000000060000000000188018_0.smil
纪实频道,rtsp://10.254.192.94/PLTV/88888888/224/3221225911/10000100000000060000000000273216_0.smil
卡酷动画,rtsp://10.254.192.94/PLTV/88888888/224/3221225680/10000100000000060000000000009826_0.smil
金鹰卡通,rtsp://10.254.192.94/PLTV/88888888/224/3221226468/10000100000000060000000002837571_0.smil
嘉佳卡通,rtsp://10.254.192.94/PLTV/88888888/224/3221225669/10000100000000060000000000009825_0.smil
少儿动画,rtsp://10.254.192.94/PLTV/88888888/224/3221225970/10000100000000060000000000273221_0.smil
IPTV法治,rtsp://10.254.216.130/PLTV/88888888/224/3221225973/10000100000000060000000000273218_0.smil
IPTV3＋,rtsp://10.254.192.94/PLTV/88888888/224/3221226431/10000100000000060000000000756292_0.smil
IPTV5＋,rtsp://10.254.192.94/PLTV/88888888/224/3221225656/10000100000000060000000000009727_0.smil
IPTV6＋,rtsp://10.254.192.94/PLTV/88888888/224/3221225659/10000100000000060000000000009726_0.smil
IPTV8＋,rtsp://10.254.192.94/PLTV/88888888/224/3221225660/10000100000000060000000000009725_0.smil
中国教育-1,rtsp://10.254.192.94/PLTV/88888888/224/3221225900/10000100000000060000000000188019_0.smil
中国教育-2,rtsp://10.254.192.94/PLTV/88888888/224/3221225906/10000100000000060000000000273211_0.smil
中国教育-4,rtsp://10.254.192.94/PLTV/88888888/224/3221225898/10000100000000060000000000188017_0.smil
魅力时尚,rtsp://10.254.192.94/PLTV/88888888/224/3221226424/10000100000000060000000000756291_0.smil




电影频道,#genre#
星爷,http://cfss.cc/cdn/hy/11342412.flv
英叔,http://cfss.cc/cdn/hy/11342421.flv
发哥,http://cfss.cc/cdn/hy/11342387.flv
成龙,http://cfss.cc/cdn/hy/11342386.flv
王晶,http://cfss.cc/cdn/hy/11602058.flv
沈腾,http://cfss.cc/cdn/hy/11601968.flv
黄渤,http://cfss.cc/cdn/hy/11352876.flv
强森,http://cfss.cc/cdn/hy/21059581.flv
周星星,http://cfss.cc/cdn/hy/11336587.flv
李连杰,http://cfss.cc/cdn/hy/11342390.flv
洪金宝,http://cfss.cc/cdn/hy/11279251.flv
梁家辉,http://cfss.cc/cdn/hy/11342429.flv
刘德华,http://cfss.cc/cdn/hy/11342424.flv
斯坦森,http://cfss.cc/cdn/hy/21059588.flv
小鬼头,http://cfss.cc/cdn/hy/11352963.flv
八点档,http://cfss.cc/cdn/hy/880261.flv
贺岁片,http://cfss.cc/cdn/hy/11601986.flv
功夫片,http://cfss.cc/cdn/hy/11352941.flv
黑帮片,http://cfss.cc/cdn/hy/11336719.flv
丧尸片,http://cfss.cc/cdn/hy/21059578.flv
灾难片,http://cfss.cc/cdn/hy/11602075.flv
谍战片,http://cfss.cc/cdn/hy/21059587.flv
战争片,http://cfss.cc/cdn/hy/21059574.flv
犯罪片,http://cfss.cc/cdn/hy/11352974.flv
古装片,http://cfss.cc/cdn/hy/11336590.flv
漫威,http://cfss.cc/cdn/hy/11602034.flv
宇宙,http://cfss.cc/cdn/hy/11342428.flv
怪兽,http://cfss.cc/cdn/hy/21059577.flv
武侠,http://cfss.cc/cdn/hy/11342427.flv
警匪,http://cfss.cc/cdn/hy/11352886.flv
罪犯,http://cfss.cc/cdn/hy/11352962.flv
枪战,http://cfss.cc/cdn/hy/21059579.flv
海盗,http://cfss.cc/cdn/hy/21059595.flv
赛车,http://cfss.cc/cdn/hy/11279247.flv
推荐,http://cfss.cc/cdn/hy/11602041.flv
救援,http://cfss.cc/cdn/hy/21059594.flv
热血,http://cfss.cc/cdn/hy/11352934.flv
盗墓,http://cfss.cc/cdn/hy/21059552.flv
贺岁,http://cfss.cc/cdn/hy/11601971.flv
玄幻,http://cfss.cc/cdn/hy/11342414.flv
谍战,http://cfss.cc/cdn/hy/21059585.flv
战争,http://cfss.cc/cdn/hy/21059592.flv
喜剧,http://cfss.cc/cdn/hy/11352877.flv
港片,http://cfss.cc/cdn/hy/11602043.flv
国产,http://cfss.cc/cdn/hy/11352973.flv
蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
高分动作,http://cfss.cc/cdn/hy/11352884.flv
动作电影,http://cfss.cc/cdn/hy/11602077.flv
搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
不挤影院,http://cfss.cc/cdn/hy/11352897.flv
国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
快意江湖,http://cfss.cc/cdn/hy/11342435.flv
黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
经典港片,http://cfss.cc/cdn/hy/11352965.flv
镖行天下,http://cfss.cc/cdn/hy/11352969.flv
高能反转,http://cfss.cc/cdn/hy/11352887.flv
喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
变形金刚,http://cfss.cc/cdn/hy/21059596.flv
怪兽系列,http://cfss.cc/cdn/hy/21059554.flv

电影解说,#genre#
鹿哥电影,http://cfss.cc/cdn/hy/24396360.flv
斌哥漫说,http://cfss.cc/cdn/hy/18632116.flv
续哥说电影,http://cfss.cc/cdn/hy/24396472.flv
小川侃电影,http://cfss.cc/cdn/hy/15870999.flv
阿良说剧,http://cfss.cc/cdn/hy/20488841.flv
鱼丸电影,http://cfss.cc/cdn/hy/16615910.flv
阿斗说电影,http://cfss.cc/cdn/hy/13303478.flv
扁豆看电影,http://cfss.cc/cdn/hy/16028551.flv
乌贼说电影,http://cfss.cc/cdn/hy/16604522.flv
大象放映室,http://cfss.cc/cdn/hy/21277391.flv
科幻梦工场,http://cfss.cc/cdn/hy/15152155.flv
亮哥讲电影,http://cfss.cc/cdn/hy/16144175.flv
越哥说电影,http://cfss.cc/cdn/hy/15894162.flv
小冉看电影,http://cfss.cc/cdn/hy/17341907.flv
阿翔说电影,http://cfss.cc/cdn/hy/16868935.flv
虎妞说电影,http://cfss.cc/cdn/hy/20343144.flv
涵哥评电影,http://cfss.cc/cdn/hy/16865726.flv
老皮讲电影,http://cfss.cc/cdn/hy/16968572.flv
默爷侃电影,http://cfss.cc/cdn/hy/17204307.flv
冷君说电影,http://cfss.cc/cdn/hy/16739452.flv
恐怖电影解说,http://cfss.cc/cdn/hy/16741179.flv


电视剧集,#genre#
老红楼,http://159.75.85.63:35455/yy/1382745084
老三国,http://cfss.cc/cdn/hy/11602081.flv
老三国,http://159.75.85.63:35455/yy/32788000
老三国,http://159.75.85.63:35455/yy/1354936241
新三国,http://cfss.cc/cdn/hy/11352944.flv
新三国,http://43.138.170.29:35455/yy/26744898
新水浒,http://cfss.cc/cdn/hy/11342384.flv
新水浒,http://43.138.170.29:35455/yy/1353215589
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=txcdn
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=hscdn
新水浒传11版,http://159.75.85.63:35455/huya/11342384?cdn=hwcdn
封神榜,http://159.75.85.63:35455/yy/1353426319
庆余年,http://cfss.cc/cdn/hy/11352960.flv
新白娘子传奇,http://159.75.85.63:35455/yy/1354490667
新白娘子传奇,http://159.75.85.63:35455/yy/1354930969
武林外传,http://cfss.cc/cdn/hy/21059598.flv
武林外传,http://43.138.170.29:35455/yy/1355269338
纪晓岚,http://159.75.85.63:35455/yy/1382781415
康熙私访,http://159.75.85.63:35455/yy/1352811698
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
雍正王朝,http://159.75.85.63:35455/yy/26650882
康熙王朝,http://159.75.85.63:35455/yy/1382736818
父母爱情,http://159.75.85.63:35455/yy/1354926650
父母爱情,http://159.75.85.63:35455/yy/1382768483
父母爱情,http://159.75.85.63:35455/yy/1382746276
父母爱情,http://159.75.85.63:35455/yy/1382746276
宰相刘罗锅,http://159.75.85.63:35455/yy/1382745191
神医喜来乐,http://159.75.85.63:35455/yy/1382714119
风筝,http://159.75.85.63:35455/yy/1382828770

士兵突击,http://159.75.85.63:35455/yy/1382828766
神探狄仁杰,http://159.75.85.63:35455/yy/1382705592
情满四合院,http://159.75.85.63:35455/yy/30736888
雪中悍刀行,http://159.75.85.63:35455/yy/1354943110
倚天屠龙记,http://159.75.85.63:35455/yy/1449856066
正阳门下,http://159.75.85.63:35455/yy/1354931580
隋唐英雄传,http://159.75.85.63:35455/yy/1352475619
康熙微服私访记,http://159.75.85.63:35455/yy/1352811698
特种兵系列,http://159.75.85.63:35455/yy/1508456184
血色浪漫,http://159.75.85.63:35455/yy/1354926676
炊事班的故事1,http://159.75.85.63:35455/yy/1382749901
炊事班的故事2,http://159.75.85.63:35455/yy/1382736885
炊事班的故事3,http://159.75.85.63:35455/yy/1382736885
我是特种兵,http://159.75.85.63:35455/yy/1354752117
大江大河,http://159.75.85.63:35455/yy/1382736806
狂飙,http://159.75.85.63:35455/yy/14072363
金婚,http://159.75.85.63:35455/yy/1382828768
笑傲江湖大陆,http://159.75.85.63:35455/yy/1354282410
大明王朝,http://159.75.85.63:35455/yy/1382736879
我的前半生,http://159.75.85.63:35455/yy/1382735564
欢乐颂,http://159.75.85.63:35455/yy/1382735624
来自星星的你,http://159.75.85.63:35455/yy/1354930976
寻秦记,http://159.75.85.63:35455/yy/1382749900
鹿鼎记,http://159.75.85.63:35455/yy/1353312849
天龙八部,http://159.75.85.63:35455/yy/1382736855
笑傲江湖,http://159.75.85.63:35455/yy/1354936128
神雕侠侣,http://159.75.85.63:35455/yy/1351762426
神雕侠侣,http://159.75.85.63:35455/yy/1382704651
倚天屠龙记,http://159.75.85.63:35455/yy/1382818085
大时代,http://159.75.85.63:35455/yy/1354930891

狂飙,http://43.138.170.29:35455/yy/1382754187
征服,http://43.138.170.29:35455/douyu/2726977
渴望,http://43.138.170.29:35455/yy/1354930963
风筝,http://43.138.170.29:35455/yy/1382828770
顺娘,http://43.138.170.29:35455/yy/1354930945
富贵,http://43.138.170.29:35455/yy/1354926537
天道,http://43.138.170.29:35455/yy/1382735574
黑冰,http://43.138.170.29:35455/yy/1354932427
金婚,http://43.138.170.29:35455/yy/1382828768
马大帅,http://43.138.170.29:35455/yy/1353782648
都挺好,http://43.138.170.29:35455/yy/1382736892
包青天,http://43.138.170.29:35455/yy/463153
朱元璋,http://43.138.170.29:35455/douyu/308752
李三枪,http://43.138.170.29:35455/yy/1354936122
上海滩,http://43.138.170.29:35455/yy/1382745184
好先生,http://43.138.170.29:35455/douyu/9650792
叛逆者,http://43.138.170.29:35455/yy/1382736868
宫心计,http://43.138.170.29:35455/yy/1354932429
伪装者,http://43.138.170.29:35455/yy/1382851593
小欢喜,http://43.138.170.29:35455/yy/1382737888
闯关东,http://43.138.170.29:35455/douyu/8787737
流金岁月,http://43.138.170.29:35455/yy/1382736891
传奇英雄,http://43.138.170.29:35455/yy/1382735578
勇敢的心,http://43.138.170.29:35455/yy/18853
康熙王朝,http://43.138.170.29:35455/yy/1382851583
武林外传,http://43.138.170.29:35455/yy/411376
济公游记,http://43.138.170.29:35455/yy/21482
新封神榜,http://43.138.170.29:35455/yy/31128
插翅难逃,http://43.138.170.29:35455/yy/23402146
无敌县令,http://43.138.170.29:35455/yy/1354932390
魔幻手机,http://43.138.170.29:35455/yy/1382735544
法正先锋,http://43.138.170.29:35455/yy/1354930939
水月洞天,http://43.138.170.29:35455/yy/1462996362
汉武大帝,http://43.138.170.29:35455/yy/1355260855
我爱我家,http://43.138.170.29:35455/yy/1356212303
读心神探,http://43.138.170.29:35455/yy/1382851589
冲上云霄,http://43.138.170.29:35455/yy/1382736833
大江大河,http://43.138.170.29:35455/yy/1382736797
隋唐演义,http://43.138.170.29:35455/douyu/7552568
钟馗传说,http://43.138.170.29:35455/yy/1382736839
溏心风暴,http://43.138.170.29:35455/yy/1354888747
雍正王朝,http://43.138.170.29:35455/yy/26901
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
白夜追凶,http://43.138.170.29:35455/yy/1354932359
金玉满堂,http://43.138.170.29:35455/yy/1382736881
民兵葛二蛋,http://43.138.170.29:35455/yy/1382736895
红楼梦1987,http://43.138.170.29:35455/yy/1382745084
怪医文三块,http://43.138.170.29:35455/yy/1354936154
放羊的星星,http://43.138.170.29:35455/yy/21480
忠烈杨家将,http://43.138.170.29:35455/yy/1382749909
少年包青天,http://43.138.170.29:35455/yy/1356043677
隋唐英雄传,http://43.138.170.29:35455/yy/350891
雪中悍刀情,http://43.138.170.29:35455/yy/11410
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
刑事侦缉档案,http://43.138.170.29:35455/yy/1382851585
新白娘子传奇,http://43.138.170.29:35455/yy/634132
风云雄霸天下,http://43.138.170.29:35455/douyu/9290755
永不磨灭的番号,http://43.138.170.29:35455/douyu/11684347
我的父亲我的兵,http://43.138.170.29:35455/yy/1353413714
穿越时空的爱恋,http://43.138.170.29:35455/yy/1382735567
特种兵之火凤凰,http://43.138.170.29:35455/yy/1356326459
神雕侠侣古天乐,http://43.138.170.29:35455/yy/12531
飞虎之雷霆极战,http://43.138.170.29:35455/yy/1382736869
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/398312
经典电视剧,http://43.138.170.29:35455/yy/1356341389
83版射雕英雄传,http://159.75.85.63:35455/yy/1354210357
闯关东,http://159.75.85.63:35455/yy/1382658790
84上海滩,http://159.75.85.63:35455/yy/1382745184
鹿鼎记（影）,http://159.75.85.63:35455/yy/1354658049
鹿鼎记1,http://159.75.85.63:35455/yy/28265277
鹿鼎记2,http://159.75.85.63:35455/yy/1355269576
天龙八部1,http://159.75.85.63:35455/yy/1382749944
天龙八部2,http://159.75.85.63:35455/yy/1382736855
笑傲江湖1,http://159.75.85.63:35455/yy/1354282410
笑傲江湖2,http://159.75.85.63:35455/yy/1354930909
